,label,text,hashtag,id,follower_count,friends_count,country,retweet_count,favorite_count
372,none,"Combating online harassment doesn't mean jerks won't exist. Everyone is a jerk, sometimes. But you shouldn't ever be afraid.",,13857342,19172,797,,10,12
373,none,Now I'm going to have to make a lemon tart next weekend #MKR http://t.co/vaEs1SfX30,MKR,38290921,123,430,,0,3
374,sexism,"Someone's voted strategically 😂😂😂 no Kat, you just can't cook!!! #mkr",mkr,1899850260,417,626,,0,0
375,none,get rekted Kat and Andre #mkr,mkr,1808267214,9,145,,0,0
376,none,"Sleepytime peach tea with lavender infused honey, you complete me.",,13857342,19172,797,United States,2,17
377,none,"Oh wait wasn't someone from valve at the SJW dinner last night?

I kid. But that would be quite amusing. If it had happened. TOTALLY DIDN'T.",,13857342,19172,797,United States,2,12
378,sexism,"RT @sunshineJafiwi: Back then, Men were in charge and women were obligated to them. Today, women are just as equal and even better. Not sex…",,930620467,19820,258,,1,0
379,none,"Bitterness is a dish best not served at all, Kat #MKR",MKR,27176695,4692,3759,Australia,0,0
380,none,Nikki does NOT look happy with the group's score #mkr,mkr,20644420,61936,15960,,0,0
381,none,@DrunkenGeeBee @mrbowers yup,,13857342,19170,797,,0,0
382,sexism,"What's going on is you're sexist @OliverHunter2 This is not sexist, but I know about 1 funny girl, what's going on",,930620467,19820,258,,0,1
383,none,So this seems to Suggest Steve has had a fling with Nikki http://t.co/Zq9r0pX6ON &amp; they make it through #MKR,MKR,347048522,2650,2497,,0,1
384,none,"Breaking from the whitehouse. ""User Face Designer"" is now a tech job title.",,13857342,19172,797,,13,21
385,sexism,"RT @grexican: @YesYoureSexist By the way, your insult, directed at a man, about an unflattering hat worn predominantly by men, meant to ins…",,930620467,19819,258,,1,0
386,none,"@ChrisWarcraft hah, and i get worried when *i* do it. perspective.",,13857342,19172,797,,1,1
387,sexism,RT @asredasmyhair: But no...feminism hasn't changed. It's still relevant. Go sluts!  #FemFreeFriday #WomenAgainstFeminism http://t.co/Nj4v0…,FemFreeFriday,2756873076,1796,1858,,11,0
388,none,RT @lennyfinnegan2: @YesYoureSexist it looks like somebody made this pointless account to get thrills out of telling complete strangers the…,,930620467,19819,258,,1,0
389,none,@Blackamazon i really appreciate the kind words from you. i'm a big admirer of your voice. &lt;3,,13857342,19170,797,,0,2
390,none,@saintneko i love rock band. :P,,13857342,19170,797,,0,0
391,none,Setting up DNS and mail forwards and twitter accounts and analytics and trying to do my eye makeup at the same time why is life so hard,,13857342,19170,797,,1,14
392,none,@Llydisblur hoping it's momentary and not a trend. i've not been able to vote repub in a while.,,13857342,19172,797,United States,0,0
393,none,@GlennF not sure. sounds like he left for good.,,13857342,19170,797,,0,0
394,none,"@Vent_Oh your caveat that ""it's not cool when men do it either"" is a false equivalence. Those statements have unequal weights.",,930620467,19819,258,,0,0
395,none,"RT @LOLGOP: Women weren't able to vote for the first 133 years of our republic. Then we got workers rights, Social Security, Medicare. Weir…",,13857342,19172,797,,153,0
396,sexism,RT @SueKennedy19: #mkr Can someone punch that smug smirk off Kat's face please?,mkr,33803412,323,336,,4,0
397,none,They clearly aren't even trying to hide how rigged it is anymore.The girls should have stayed but Kat's more controversial.#mkr,mkr,175261461,150,349,,0,3
398,none,are kat and andre the most loathsome people on tv ? #MKR,MKR,19743434,1214,506,,0,2
399,none,The scoring wasn't even done honestly #MKR,MKR,22840845,1709,1106,,1,2
400,none,@JillWetzler OMG yes.,,13857342,19170,797,,0,0
401,none,"@glitchDreams not yet. :(  all talk, no email.",,13857342,19172,797,,0,0
402,none,omg omg omg I think they just asked if obama made ggautoblocker.,,13857342,19172,797,United States,6,26
403,none,#GamerGate https://t.co/m7CvrqG8r7,GamerGate,13857342,19170,797,,0,4
404,sexism,RT @jjordon96: Pretty sure that #gamergate episode of law and order is basically the new Reefer Madness. Holy actual fuck this exists.,gamergate,2756873076,1796,1857,,1,0
405,none,Something is seriously going down. See LRT of @AmandaThorntree. GG is pushing a weird narrative.,,13857342,19172,797,,4,10
406,sexism,"Krazy-eyes Kat needs a kick in the ku...
#MKR #mkr2015",MKR,327926324,379,1161,,0,1
407,sexism,"RT @ThumperBryan Women vocalists in rocks music... thoughts? Me personally prefer men singers, seem to have more passion #NotSexist",NotSexist,930620467,19820,258,,0,0
408,none,Looks Yummy the judges make it stressful  @mykitchenrules #mkr,mkr,2560762160,11,18,,0,1
409,sexism,"RT @trippr13 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",ainthappenin,930620467,19820,258,,0,0
410,none,Lynn and Tony you've got no change. Say goodbye now #mkr,mkr,289846547,1420,47,,0,0
411,none,"I just want to hear the screams of ""collusion""",,13857342,19172,797,United States,0,8
412,none,@srhbutts can you send it up? i'm not exactly at my computer right now.,,13857342,19170,797,,0,4
413,none,Kat &amp; Andre need to be kicked out! #MKR #hungrycampers @mykitchenrules,MKR,1000459982,1508,877,,0,10
414,none,@eDRoaCH unaware of their issues. do they not have cell phones/access to GV?,,13857342,19170,797,,0,0
415,sexism,RT @Barnflake: Saw a woman driving a lorry in town today. Some serious irony when it turned out to be the hoover lorry though. #NotSexist,NotSexist,930620467,19819,258,,1,0
416,none,I make it a point to stay away from all white stoner gamers just as a precaution.,,930620467,19819,258,,0,0
417,sexism,RT @NathanWassihun I'm not sexist but BITCHES CANNOT DRIVE,,930620467,19819,258,,1,0
418,none,#MKR More comebacks than Johnny Farnham!,MKR,714051386,1293,952,,2,4
419,none,RT @Cheeky_Gee: I really hope the bottom two are Kat &amp; Andre and Annie &amp; Lloyd #MKR,MKR,347048522,2650,2497,,1,0
420,none,https://t.co/mQaSFPwoFp // @hridaybala,,13857342,19170,797,,0,0
421,none,"No, KiA. I don't have anything to do with that. http://t.co/xOy9WrqZYt",,13857342,19172,797,United States,0,1
422,none,"If u ever needed an example of how the ""lower"" levels of the oppression pyramid directly contribute to violence against women, see @femfreq",,930620467,19820,258,,0,3
423,sexism,@filthy_degen Everything I post is free to be reused.,,2756873076,1796,1858,,0,0
424,none,"RT @a_man_in_black: oh my fucking god 
you should see this @freebsdgirl http://t.co/Qj4D4797uB",,13857342,19172,797,,19,0
425,sexism,Well... The Hoes might pull this off.... Pardon the pun!! #mkr,mkr,43656765,34,31,,0,0
426,none,Just chilling in #CrabFest15 VIP with the one and only Carol from houseruleson7. #Houserules #MKR https://t.co/q9pBziTZQU,CrabFest15,2385999008,425,421,,0,2
427,none,Welcome back Colin. ❤️you #mkr #mkr2015,mkr,12385682,118,411,,0,0
428,none,It is fun watching GG trying to make us fight. Quit trying to make fetch happen. It's never going to happen. @Spacekatgal @TheQuinnspiracy,,13857342,19172,797,United States,9,43
429,none,"Indeed. @Mello_Mark: @YesYoureSexist Lol okaaaay, what I meant doesn't really pertain to the workforce but whatever",,930620467,19819,258,,1,0
430,none,"@CALMicC I think that this person didn't like some of the behavior, too. Perhaps why they deleted their account.",,13857342,19172,797,United States,0,0
431,none,"RT @AmyMunce: #MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules",MKR,545159350,14,0,,1,0
432,none,Oh god I Love Colin!! #MKR,MKR,22623059,880,2228,,0,0
433,none,how do i even have an ear ache i am not 4,,13857342,19170,797,,0,6
434,none,"Katie Nikki #MKR what a dirty habits, can't stand the finger taste test, hand on icecream. I won't eat in your restaurant.",MKR,410748351,0,7,,0,0
435,sexism,"According to Holly from Geordie Shore, ""Sassy - halfway between slut and classy"" #MKR #MKR2015",MKR,244821757,9,65,,1,1
436,sexism,"Yeah, child labor IS illegal. Unless you mean ""women""? @plaster_cole Girls should not be allowed to be commentators for football games",,930620467,19819,258,,0,2
437,none,@RachelShadoan @osbridge ughhhh now to decide what to submit. &gt;.&gt;,,13857342,19170,797,,0,0
438,none,Kat and Andre you need to go! #rude #elimination #MKR @MKR_Official #katandandre,rude,1371249781,177,804,Australia,0,0
439,none,"""I'm a fan of dreadlocks. I could never do it. Charlie looks good with them though.""",,930620467,19820,258,,0,1
440,sexism,RT @gottaCOPEwithit I'm not sexist but women in letterman'a jackets look so weird to me,,930620467,19819,258,,0,0
441,none,"@jessimckenzi @zeynep @twitter @delbius @TweetDeck confirmed, seeing the same thing in *web*.",,13857342,19172,797,United States,0,0
442,none,@cxarli glad it helped :),,13857342,19172,797,United States,0,0
443,none,"On one hand, he could get quoted more. But some reporters will look pretty dumb if all their women in tech stories are 100% about dudes.",,13857342,19172,797,,0,6
444,sexism,@Audmum1 @ILivUndrUrBed @CarolynnEva You linked to BLASPHEMY!!!,,2756873076,1796,1857,,0,0
445,none,"@SFtheWolf a bit of both, perhaps? def yes on the cover, maybe on the content",,13857342,19170,797,,0,0
446,none,#katandandre might have to eat her words after receiving some not so great feedback on their ham and gruyere dish. #MKR #tvweekmag,katandandre,20644420,61936,15960,,2,4
447,none,"Men joke about rape: ""It's just a joke! Women have no sense of humor!"" Women joke about consensual sex: ""Women are too raunchy! Not funny!""",,930620467,19819,258,,4,5
448,none,"RT @daljo628: @freebsdgirl See, I read that as a certificate authority breaking off and being its own island of site authentication. I need…",,13857342,19172,797,,1,0
449,none,@kebesays &lt;3 kathy sierra. everything she writes is pretty awesome.,,13857342,19172,797,United States,0,1
450,none,Kat is in disbelief that the camping folk don't like they're sloppy food #notabappycamper #mkr http://t.co/zSFAcqJ116,notabappycamper,2949949244,68,157,,0,4
451,none,I want to give Kat some moisturiser #MKR,MKR,14770241,237,318,,0,0
452,none,I thought they were going to make the top teams go through another instant restaurant round! #mkr,mkr,53128314,670,609,,0,0
453,none,Quote from my other half about Kat 'You can tell she's a rough pub mole'. #mkr,mkr,18096229,350,347,,0,2
454,none,@brianfenton D: php D:,,13857342,19172,797,,0,0
455,sexism,RT @devin_lord Call me sexist but girls shouldn't do No Shave November. Sorry.,,930620467,19820,258,,1,0
456,none,"@athenahollow on one hand, the only voice she has is with gaters - which doesn't really affect OAPI's reach.",,13857342,19170,797,,0,0
457,none,"I'm quite a fan of leaning in. It's how I operate. But the cost is high, and it's not for everyone. Feminism is about choices.",,13857342,19170,797,United States,6,18
458,sexism,"In the words of former contestant @whatsnextjake , Katie and Nikki need to calm their farm. #MKR",MKR,33485745,519,215,,7,2
459,sexism,Call me a misandrist but men in hardware stores amirite @iMudassir Call me sexist but shopping with women can take centuries &gt;.&lt;,,930620467,19819,258,,1,0
460,none,@wonderzombie world of warcraft related things.,,13857342,19170,797,,0,0
461,sexism,"RT @whyisitdirty: If feminists addressed the rampant sexism and misandry in #feminism, then perhaps #WomenAgainstFeminism and #antifeminism…",feminism,2756873076,1796,1858,,14,0
462,none,A 7? This bloke is utterly demented. #MKR,MKR,365105604,867,368,,2,4
463,sexism,"i can't even @emk194 Call me sexist, but I actually prefer having guys in charge. Lol atmosphere is more laid-back &amp; fun. Women are serious",,930620467,19820,258,,0,0
464,none,Pre-GDC SJW chillfest evening of March 1st. Email me for invite.,,13857342,19170,797,,0,7
465,sexism,And I still prefer Kat to freakshow Annie #mkr,mkr,145331030,198,766,,0,0
466,sexism,10-year-olds can't even get their license! @00SimmerforLife I'm not sexist but guy teachers are by far better than teachers that are girls,,930620467,19820,258,,0,1
467,sexism,"@Mich_McConnell @TamedInsanity The ""after all"" denotes sarcasm that you take out of context, Goebbels.",,2756873076,1796,1857,,0,0
468,none,Capt Salty's list of what she is ever expanding. #mkr,mkr,198773386,309,999,,0,0
469,none,@kennedy_jordan I see your strawman and I raise you a Zoidberg http://t.co/HDtd6nTWkz,,930620467,19819,258,,0,0
470,none,I am sterile. #ThreeWordsSheWantsToHear,ThreeWordsSheWantsToHear,930620467,19819,258,,2,3
471,none,"@TomWheelerFCC You should also have to disclose on the FCC's website that u have business connections to cable, a HUGE conflict of interest",,930620467,19819,258,,0,0
472,none,"Here's a suggestion, let's make Manu and Colin the main judges for the show! #MKR",MKR,2438299764,14,50,,2,10
473,none,How's this for sassy? From #voguecafe @MacquarieCentre But if I hear that word again I'll throw a shoe at the tv #mkr http://t.co/RJ56iwjy2x,voguecafe,2975658060,78,182,,0,1
474,none,"I DONT know how I feel this way...

But I won't the bloody blondes to stay.

THATS just how horrid Kat is.

#mkr",mkr,300641932,634,1031,,0,1
475,none,"RT @ikralla: Khadgar, you're so sassy. http://t.co/H1zs9V2wl4",,13857342,19172,797,,1,0
476,none,@sakjur hah. not from a chain pizza place.,,13857342,19172,797,,0,0
477,none,This is not legal advice. but common sense. What I can do is help people know what to say to police or help find a lawyer. @PendragonTarot,,13857342,19170,797,,1,8
478,sexism,I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid. #MKR #NikkiandKatie,MKR,22310197,15,145,,1,0
479,none,RT @johnrabe: The #Ravens didn't release Ray Rice when they saw this video. They released Ray Rice when YOU saw this video. Remember that. …,Ravens,930620467,19819,258,,8260,0
480,sexism,RT @GohJarrod: Nikki has massive #armpitvaginas #mkr,armpitvaginas,47862321,9520,755,,1,0
481,none,A few teams have been caught out by the time and volume requirements. I would aim for 30 servings and something tasty with cheese. #mkr,mkr,428645761,31,44,,0,1
482,none,@GregTheTerrible you should read the developer policy irt deleted tweets. It should comfort you ;),,13857342,19172,797,,0,0
483,none,"@j4cob @xor oh, good. was really worried.",,13857342,19170,797,,0,0
484,none,"Teams deserve an Oscar for their performance tonight in ""Holy Shit this is a terrible meal but I'll pretend to love it. #MKR #killerblondes",MKR,412967063,341,536,,0,0
485,none,"@comattwow @sweharris look dude, i want to be nice to you, but FUCK OFF. you got harassed by a spam bot. leave me alone.",,13857342,19172,797,United States,0,0
486,none,@0xabad1dea BM is getting closer with their newer LT sizes.,,13857342,19172,797,,0,2
487,none,DC is terrible. Marvel forever. http://t.co/vZgCxwv9Jz,,13857342,19170,797,United States,0,8
488,none,@alexlifschitz @pravyy_ wow. this is great.,,13857342,19172,797,,0,2
489,none,bro i am so pro i can cook 2 minute noodles #mkr #moreprothanyou,mkr,2650305320,49,15,,0,0
490,none,"I am loving #mkr.
So. Much. To. Hate.",mkr,37413076,312,320,,0,2
491,none,"Haha girls, it's not over yet! #mkr #MKR2015",mkr,170276973,1899,5000,,0,0
492,none,@cperciva i know. my heart is breaking. (not really. i do tweet a *LOT*),,13857342,19170,797,,0,0
493,none,"@dsmyxe @PolitiBunny had the mention been 1st, it wouldn't have been public, but a priv conv. but when you don't, it's public.",,13857342,19172,797,United States,0,0
494,none,@ProoN ❤️,,13857342,19172,797,,0,0
495,sexism,RT @ignorant_joe Call me sexist but any women sports reporter I can't listen to or even think their information is credible.,,930620467,19819,258,,0,0
496,none,"I don't get it! Why deconstruct a tart, that's just weird  #MKR",MKR,2403260629,1783,2073,,0,0
497,none,@m_m_myers yup. and she rarely tells them to stop.,,13857342,19172,797,,0,1
498,none,"Kat, karma is going to kick you in the arse. #MKR #poorsportsmanship",MKR,1592795264,32,132,,0,0
499,none,Feeling a whole lot of gozleme pain for Sherri &amp; Em #MKR,MKR,599745022,7203,7524,Australia,0,3
500,none,#MKR Are these two for real!,MKR,1946156508,1056,1270,,0,0
501,none,@tarkasteve awww. I felt scattered as heck. I need sleep :P,,13857342,19172,797,United States,0,0
502,none,@girlziplocked that person sounds like a moron. i like to find people like that and shit on them.,,13857342,19170,797,,0,0
503,none,“@squishilicious: How do you deconstruct a lemon tart? ... #mkr” I think you drop it on the floor then scrape it into a bowl,mkr,383446627,228,770,,0,2
504,none,Kat and Andre are horrible people. #MKR,MKR,93402197,113,0,,0,0
505,none,Not enough Lemon in their lemon tart #MKR woops.,MKR,347048522,2650,2497,,0,0
506,none,GamerGate = YouTube Comments as a Service,,13857342,19170,797,,32,53
507,none,Twitter updates user safety features: https://t.co/ZaXmQwuZc5,,13857342,19172,797,United States,11,9
508,none,@cskama i'm a gamer. ;),,13857342,19170,797,United States,0,1
509,none,Fucking Kat and Andre. Eew. #MKR,MKR,413779729,4739,2846,,1,4
510,sexism,RT @Gaz_Clues I'm not sexist but women drivers are shit,,930620467,19819,258,,0,0
511,sexism,@shelbylynne74 @MechaSauce You just said men don't need equality.,,2756873076,1796,1858,,0,0
512,sexism,RT @TAdams1604: @YesYoureSexist then do the dishes,,930620467,19819,258,,1,0
513,none,#MKR  as much as I dislike them. That dessert does look good.,MKR,187138183,1153,2039,Australia,0,0
514,none,"@kunikos catching up on WoW, then gonna go poke at my xbox. :)",,13857342,19172,797,United States,0,2
515,none,"RT @avenueminga: Pete Evans ""make your own baby formula"" may be fatal for babies #MKR  http://t.co/ILmbcbPvgy",MKR,270774535,2322,1059,,1,0
516,none,@DViper31 has shown me most of them...thanks. @p4ndiamond,,2756873076,1796,1858,,0,1
517,none,"Several people have pointed out http://t.co/nr1da7c7rJ WHERE WERE YOU WHEN I NEEDED YOU FOR LIFE ADVICE, XKCD? http://t.co/1mZFXmRlEu",,13857342,19172,797,United States,13,35
518,none,"@ncweaver @mirahimage  lol. that guy. he tried to tell me that all companies should be small/indie. all tech companies, even.",,13857342,19170,797,,0,1
519,none,Did I miss something? Where is Adam? #MKR,MKR,2963084145,3,10,,0,0
520,sexism,RT @Lyall: Bosom flattering #NoMorePage3 t-shirt profile pic #FeministSelfie #irony #hypocrisy #praxis #notbad #sorry #malegaze http://t.co…,NoMorePage3,2756873076,1796,1857,,1,0
521,none,Let's not forget that the person that started these rumblings about my code got fired from Zynga for being impossible to work with.,,13857342,19172,797,,5,16
522,none,"So it would auto-unmute after N hours, or whatever.",,13857342,19170,797,,3,7
523,none,You cannot make this shit up: http://t.co/d6Q7dibCJO,,930620467,19819,258,,1,2
524,none,@jaredchase but LFR is derp.,,13857342,19172,797,,0,0
525,none,@MrJakob if this is the smartest thing to come out of your mouth I think your only competition is fecal vomit,,930620467,19819,258,,0,2
526,none,Why would you serve this shit to Colin. Honestly. #MKR,MKR,29155260,6168,4973,,0,0
527,sexism,LOL @Blktone im not sexist but I cant be with a bossy bitch lol,,930620467,19820,258,,0,0
528,none,RT @TheQuinnspiracy: Gonna be making a big announcement at the panel I am on about online harassment today :D,,13857342,19170,797,,24,0
529,none,"@JimmyMcCunty @Spacekatgal well, find me some tweets where the hashtag is mentioned +us saying something that isn't questionable or abusive?",,13857342,19170,797,United States,0,2
530,none,I only really have the time to respond to mainstream media. Reviewing everything that GG writes about me would be too time consuming.,,13857342,19172,797,,1,13
531,none,Walter Jnr from #breakingbad would love the variety of breakfasts. #mkr,breakingbad,218354045,299,439,,0,3
532,none,"""I don't want waiting...."" BWAHAHAHA #mkr",mkr,18133726,212,0,,0,0
533,none,THIS IS TRUE SATIRE it's just...no words... #MKR,MKR,590023803,204,879,,0,1
534,sexism,RT @rooshv I would happily pay more for a flight if it would ensure no woman is near the controls. I bet a lot of women would too.,,930620467,19819,258,,0,1
535,none,#RobandDave &amp; #AshandCamilla are the strongest contenders so far. Will the campers agree with the judges? #MKR #tvweekmag,RobandDave,20644420,61936,15960,,1,1
536,sexism,RT @WillTar: @TanyGriff @VeloUK why do women play best of 3 and men best of 5 in tennis. it is not sexist but in most sports women are not …,,930620467,19820,258,,1,0
537,none,"What. 😦 #mkr 

That was. Not ok.",mkr,300641932,634,1031,,0,0
538,none,And I GUARANTEE you the same people who jacked off to the leaked nudes will be tut-tutting about violating a powerful white man's privacy.,,930620467,19820,258,,0,3
539,none,Ready To Run playing in the background of #MKR 😍😍😍,MKR,337002546,853,925,,0,1
540,none,RT @YumchaAddict: mmmm Cooking Wild Duck on SBS1 now @lisamromano @heidi_han @garydlum @topdrive496 🍗🍗 #MKR #Foodie TV mmmm http://t.co/Z6E…,MKR,3079113053,633,1519,,5,0
541,none,"Sudden death for Annie and Lloyd, maybe they will buy a BBQ and practice for next time? @mykitchenrules #MKR #mkr2015",MKR,236763329,25123,629,,0,1
542,sexism,"RT @peterWSP15 LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)",,930620467,19820,258,,0,1
543,sexism,Sorry #killerblondes but you are a long LONG way from refined. #mkr,killerblondes,22436706,100,331,,0,2
544,sexism,"@shaner38 @tv_Expert1 @robinashe So, the hostile help line said hostel?",,2756873076,1796,1858,,0,0
545,none,RT @dlangille: I suspect the BSDCan list of selected talks will *not* be available today.  The program committee is discussing some importa…,,13857342,19172,797,,2,0
546,none,"@jasonbentley what company again? :P (sorry, it's a crazy... year?)",,13857342,19170,797,United States,0,0
547,none,RT @mOnstER_BeNgzz No am not sexist! But is Diezani Alison that brilliant? To be president of OPEC? or is her coochie that bomb?,,930620467,19819,258,,0,0
548,sexism,"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR",MKR,351399926,3079,922,,0,0
549,none,Glad Colin in back on #mkr but missing Manu!!! Stressful night tonight!!! Good luck guys!! 😁 @mykitchenrules,mkr,552264392,24,111,,0,0
550,sexism,@mykitchenrules @bjtqld:  #mkr2015 #mkr I think Kat thinks she is the best chef ever. Ah hello no,mkr2015,542294290,19,202,,1,1
551,none,"Lots of love for @femfreq, @spacekatgal, @TheQuinnspiracy. I can't imagine how hard that was for them to watch. How violated they feel.",,13857342,19170,797,United States,12,38
552,none,"@Cactus_Soup90 you can't filter, with the exception of blocks.",,13857342,19170,797,,0,1
553,sexism,Because it's so appropriate for school! @Whack_ I'm not sexist but I die laughing when dudes in class make sexists jokes,,930620467,19820,258,,0,0
554,none,ALL I WANT TO DO IS PLAY MIGHT &amp; MAGIC: HEROES IV WHAT IS THIS SHIT http://t.co/vELtL1gxNg,,13857342,19170,797,United States,2,13
555,sexism,So Twitter is calling Kat crazy eyes!!!! Bless you Twitter! She literally has the craziest fucking eyes I've ever seen. #mkr,mkr,68925769,178,294,,0,1
556,none,"“@4Cate: Has Colin outside for a smoke  #mkr”

And that's NOT menthol you're smelling...",mkr,23053753,6956,3630,,0,2
557,none,"The best thing is sports announcers who are women are paid to give their opinions and expert analysis, but twitter misogynists are not.",,930620467,19819,258,,3,2
558,none,"#YesAllWomen because when the UPS delivery man for my office when I was a 20-something sexually harrassed me he was reassigned, not fired.",YesAllWomen,930620467,19820,258,,1,1
559,none,Ugh Kat and Andre #MKR,MKR,154493855,701,54,,0,0
560,none,@WilliamShatner @steve_markham watching someone with 1k followers explain Twitter to you has been the highlight of my past 15 minutes.,,13857342,19172,797,,0,6
561,none,"I need to invest in a YakBak so I can just press a button when I need to say ""ironic sexism is still sexism.""",,930620467,19820,258,,0,0
562,none,You have a tail??? #MKR,MKR,907734912,3311,4244,,0,0
563,none,@mumbly_joe @Funkyrefresh @superspacedad @glinner im sorry wat http://t.co/Q8hSwCYvem,,13857342,19172,797,,0,3
564,sexism,.@ILivUndrUrBed @Bananaramble @ListenToRaisin  Yes. Your apathy.,,2756873076,1796,1857,,0,0
565,sexism,RT @stdan99 Call me sexist I guess but I just can't do female commentators wanted to watch #CINvLOU but watching #FLAvMISS instead,CINvLOU,930620467,19820,258,,0,0
566,none,"When the most you've got to throw at me is tweeting insults, you don't really have any weapon at all.",,13857342,19172,797,,4,27
567,sexism,RT @AnikaRoseAus: They say they care about men's rights but when speaking to groups who represent them - they block us. Seem they enjoy the…,,2756873076,1796,1858,,1,0
568,none,@chris_swenson I'd shopped off the website before :),,13857342,19170,797,United States,0,1
569,sexism,"@anniekfox So if he hit her in the same way for what she was wearing, that would be OK, too?",,2756873076,1796,1857,,0,0
570,none,"According to @ninaburleigh, we should be happy that dudes are talking about feminism. Even if they are telling us how we are doing it wrong.",,13857342,19172,797,United States,6,11
571,sexism,"Every year Manu's accent gets thicker, Colin's hair gets oilier and Pete just gets oranger! #MKR",MKR,719655337,136,417,,0,14
572,none,Can't believe how nasty #katandandre are! Embarrassed they're representing WA #mkr,katandandre,2570427830,58,1022,,0,1
573,sexism,RT @oglesbeast I refuse to watch a football game if a woman is commentating. I'm not sexist but some people just don't belong in some things,,930620467,19819,258,,0,0
574,none,What genius thought that letting teams score their competition was a good idea? Playing really dirty. #MKR,MKR,37659338,251,682,,0,0
575,none,"@KatieBatterman you rock. &lt;3  i got a text about it at a very inopportune time, was all ""awww, hell, not now.""",,13857342,19172,797,,0,0
576,none,@JustDavidVideos Yeah...,,2756873076,1796,1858,,0,0
577,none,"@jaredchase truth be told, i've only done normal raiding a handful of times, all in WoD. It went OK once I knew the strat. PvP is harder :)",,13857342,19172,797,,0,0
578,none,RT @finicalgal: The deconstructed lemon tart looks pretty much like what your plate might look like after you've EATEN a lemon tart. #MKR,MKR,2650794800,9491,2215,,2,0
579,none,@SubmerseChill what mock account?,,13857342,19172,797,United States,0,0
580,sexism,"@laurahollis61 @JustLaurenB He's a gay, known YouTuber.  I saw his video.  Unless he's Brando, it's real.",,2756873076,1796,1857,,0,2
581,none,"@CortanaV thanks, appreciated.",,13857342,19170,797,,0,0
582,sexism,"RT @bigjoeknows: Ladies: I don't think that you can't drive, I just know that you can't park or back out of a parking space. #Facts #NotSex…",Facts,930620467,19820,258,,1,0
583,sexism,"@KachoArinoDesu @Bananaramble Make a new damn movie, you hacks...is my point.",,2756873076,1796,1858,,0,0
584,sexism,RT @olewahr: @MT8_9 2006 Self Made Man: Norah Vincent chooses Female Privilege over Male Privilege https://t.co/yMWX6waQgv,,2756873076,1796,1858,,1,0
585,none,@DannyVelasco @philippenis Just like the moon landing...,,2756873076,1796,1857,,0,0
586,none,@VexingVision i honestly have no idea how i am managing this. it is surprising.,,13857342,19170,797,,0,1
587,none,Too many cooks. #MKR,MKR,22859657,2448,1271,,1,2
588,none,"If u find yourself pouting that no male reporters were recognized at ONE press conference, u just tasted the bitterness of millennia 4 women",,930620467,19819,258,,2,5
589,sexism,"RT @Superjutah: @MT8_9 Did you see Ludacris baby mom? He paid her $10k for an abortion, she kept the money had the kid and put him on $7000…",,2756873076,1796,1857,,2,0
590,sexism,".@Mich_McConnell It's fine, had the same argument 100s of times...you will eventually argue abortion has zero to do w/ having a kid or not",,2756873076,1796,1858,,0,0
591,none,"@alain_vde oh, weird. I'm surprised it didn't offer Twitter.",,13857342,19172,797,United States,0,0
592,none,"We're all very different people with very different backstories and purposes, but we respect each other. @Spacekatgal @TheQuinnspiracy",,13857342,19172,797,United States,6,25
593,none,"@ChrisWarcraft as someone that is continuing to be harassed by ED since it was formed over a decade ago, can confirm.",,13857342,19172,797,,6,9
594,none,@onebrightlight i've been talking to 2 employees and i heard about a lot of the internal politics re: GG. it's enough to make me stay.,,13857342,19172,797,,0,0
595,none,"@stockputout not that high yet. Only like 1800 I think. I'm not even as geared as I should be, I haven't been playing that much.",,13857342,19170,797,United States,0,0
596,none,"#mkr if they had to walk up and down there steps to use the loo all night..
2 much effort @Sarah_jane666",mkr,465311165,1328,1216,,0,0
597,none,"Calling for more sexism against women in a field because they call out sexism in that field is blowing my fucking mind right now,",,930620467,19820,258,,0,4
598,sexism,"@DanaSheehan I agree, but that's because you as a woman have MORE legal rights than I do.  So that WOULD be great.",,2756873076,1796,1857,,0,0
599,none,More BAD cooking from Kat and Andre #MKR,MKR,2105021,1960,1815,,0,0
600,none,"RT @SJL181: ""Safe option"". Colin ur a D!CK. No 1 is going to cook a 3 michelin star menu for breakfast for campers. #MKR2015 #MKR",MKR2015,2359256119,219,706,,1,0
601,none,"She's making a list
She's checking it twice",,13857342,19170,797,United States,1,18
602,none,"""Birdman"" is more racist, misogynist trash masquerading as high art. Skip.",,930620467,19819,258,,1,5
603,none,@LemboTheGeneral @Leigh_Lupindo MEN ARE NEVER EMOTIONAL,,930620467,19819,258,,0,0
604,none,Victorian teams are doing well. Naturally. #mkr,mkr,15037961,1117,1118,,0,0
605,sexism,"No. @JuBSmoove: Call me sexist or whatever, but Imma need for female personal trainers to be sexy. #sorrynotsorry",sorrynotsorry,930620467,19820,258,,1,0
606,sexism,Oh look get the vacuum there's crumbs on that plate that need sucking up... Hey promo girls that's part of your job description.. #MKR,MKR,26248642,149,401,Australia,0,0
607,none,"We're being honest with each other, rogue is way too busy harassing people to even start working on a game.",,13857342,19170,797,United States,12,17
