,id,text,geo,description,likes,retweet_counts,lang
545,1575208658514120704,"Like my dad, I'm going to be by his grave where I can visit him, perhaps they will give me a part-time state job there since they won't here. George would be horrified at how this community has bullied and harassed me. It is an injustice to insult people everywhere I go. https://t.co/kmUjbDC9m1",,Dog Mom of a Scottish Border Collie.  Former Tutor #Virtuous. Religious Leader. Child of God. Want 2 be a Mom and Wife but can’t be with who I love.,0,0,en
546,1575208658023378949,"RT @meshell_ray68: @TeamYouTube @YouTubeLegal @SusanWojcicki @Google this is just a grain of salt that #NatashaCooper puts up with, she has…",,,0,41,en
547,1575208636116508672,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…","Waikato Region, New Zealand",retired and enjoying life but so concerned with the changes happening in our country by such an inept and corrupt labour government.,0,14,en
548,1575208629703446528,"@pannchoa Dear @pannchoa do you enjoy doing this? Seeing people being bullied, do you eat and support your family from dirty articles like this. Let me tell you something, many korean artists died because of you, many korean artists died because of being hated. Did you earn a lot of money?",,"#YEJI #예지 🖤🍀
And you don't have to change a thing
The world could change its heart
No scars to your beautiful
We're stars and we're beautiful",0,0,en
549,1575208607653953536,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…","Orlando, FL","Interpretative dancer, Dow Jones S&P Linear Regression Analysts, RPhT 💊 Vaccinator 💉",0,131,en
550,1575208603958407169,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,,"@ChelseaFC and @RealMadrid fan since the 90's.
Road to 15K😏🔥
I choose Thigh-land over Nyash-inski🤗💯💙",0,348,en
551,1575208586350731264,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,,"Story Teller || らᴍᴀʀᴛ  Electrician 

 Dm for  promotion Ads",0,348,en
552,1575208548489109504,RT @dsephelle: The world must support Russia against NATO so that we can live in peace without being bullied by the Western imperialists. h…,Nigeria,I'm a gentleman 👏 | Architect 🏠 | Dog lover🐶 | Man utd ⚽ | Great Ife 🎓,0,551,en
553,1575208520609595392,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Space,Your Mom🤰🏿(The definition of a G) Sacrificial Lamb☻ Ambassador for small accounts 💞💃🏿,0,348,en
554,1575208488938385408,@marehoop @moskowi5 @Nowbz Except Taylor literally bullied Paloma,"Dublin, OH",,1,0,en
555,1575208481937760256,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,boyfriend chest ,"Teacher👩‍🏫 by profession 🧘‍♀Isaiah 60;22 🕊 “Always do your best. What you plant now, you will harvest later.”",0,348,en
556,1575208452158148608,RT @M1KEYyG: @youhateithere Kobe was by far the most ruthless player besides MJ he bullied his teammates to get better masterful work,"Los Angeles, CA",my conversation’s full of game yet laced with seductions,0,1,en
557,1575208445875081216,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…",,$beautifulgojira,0,131,en
558,1575208439839870976,RT @_Tayyx: Y’all bullied this woman for no reason.,,,0,1,en
559,1575208433376460800,"RT @CIwatch: @COVERGIRL
Why #MaymayEntrata ?

Youth who are bullied are at increased risk for Depression, Anxiety, Sleep difficulties, Lowe…",🌎 Out of this WORLD,"We're Bloggers who POLL, Comment & Share views on the Hottest Love Teams & Celebs 🌎.  We will become the #1 Pollsters on Twitter someday.  Sip Sip 🍵!",0,1,en
560,1575208414585954304,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…",i fucked you into oblivion ,"Have Faith in the Future
💙💚/❤💛",0,499,en
561,1575208401063530496,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Earth 🌍,This user is amazing ☺️,0,348,en
562,1575208394134523904,"@JobuWantsRum I mean, if you like getting bullied by Karen's and folding clothes all day, I guess it might be fun, but it's the only job I've ever said ""fuck it"", I'm just not going back in.","South Carolina, USA","For the finest in shooting instruction contact Shoot Logic, LLC.    

Instagram: https://t.co/Ja3jLrPPTz FaceBook: https://t.co/aqHajlbnkc",0,0,en
563,1575208370352844808,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…","Oak Bay, BC","partner, editor, curator

Pronoun: ""Your Grace"" (aristocratic or ecclesiastical - your call)",0,1520,en
564,1575208325779582976,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Pluto🪐,Consistency is the key🔑💯 || Meme Lord || Pisces♓️|| @FCBarcelona💙❤️,0,348,en
565,1575208308490715137,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,World,No bio yet,0,348,en
566,1575208302237347840,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,"Abuja, Nigeria","WELCOME TO MY WORLD 🦅💨
💥💥💥💥💥💥💥💥💥
- Certified Mind Readers
- Certified Predictors 
- Computer Wizard Association
- Legit Infor Only 
💭💭💭💭💭💭💭💭",0,348,en
567,1575208288819367936,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",,Here in part to keep up with politics in the UK and the US but mostly just want to laugh at the hilarious comments. I don't reply to direct messages sorry.,0,817,en
568,1575208276236832768,"RT @thesixwriter: I like that we’re beginning to take more of a stand as young Ghanaians. We won’t be bullied with seniority or age. 

Do y…",Accra || Illinois,"designer. artist. creative.
Darq Dojo Ronin.
Speaking with a belly full of thunder",0,166,en
569,1575208262680842240,RT @steviexdavis: @BrugesGroup I want to see tougher Tories......been weak and easily bullied by the media for too long.,"Bradford, England",,0,2,en
570,1575208261590347776,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Lagos ,call for business,0,348,en
571,1575208256737116160,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Zazzau,#ABUSITE🇳🇬 || Respect is Reciprocal👑 || Voice Of The Voiceless || Films lover 🎦 || Motivator || #SkyFamDrive #BAYERN_MUNICH🚁,0,348,en
572,1575208256611328000,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,,you can't wait until life isn't hard anymore before you decide to be happy.....💜💜,0,348,en
573,1575208218670043136,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,,Chelsea bae 💙 all the way //🥵 # the dimpled October Queen 👑💝 … Not gonna dim my light for anybody 😒,0,348,en
574,1575208203788222465,When you guys are done retweeting that Ulouma's babe thread make sure you retweet the story David did about Oge who they bullied and almost made her commit suicide because I'm sure in his article you can see alot of evidence .,Nigeria,Follower of Jesus Christ,23,15,en
575,1575208179071434758,RT @fajitagate: I don’t understand where this push is coming from for Taylor to accept every apology and allow the people who abused her an…,,🏳Humanism 📌Laced with sarcasm 📌Not Big on Zealots 😒 📍RETWEETS📍,0,9,en
576,1575208168090906624,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Levitating ,|| soft ||  Retail therapy my new addiction 🎶  || Khalid ||💜Ayanda🇿🇦 ||,0,348,en
577,1575208163254489088,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Everywhere,Muslim | JAVA 🔥 | PHP | App Developer 👨‍💻 | Nigerian 🇳🇬 | HALA MADRID ⚽ | DM for Ads and promos 💯💯,0,348,en
578,1575208160972853248,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,somewere in your mind👌,A Loner with the biggest dream!! Tykun of the World 🌎 🤝 I ®EP the F🅱F & FC🅱 ❤I’m the guy you shouldn’t fk wit💙very optimistic about☝person & my future only,0,348,en
579,1575208147127439360,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Sep 3 ,Addicted Only To Success💋💄 #SpacesHost  Your plug 🔌 for LOB Groups dm.. #30BG Follow @ManOfHandsome To Boost Your Account 🔥,0,348,en
580,1575208146028572672,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,"Soroti, Uganda",Kremlin triangle,0,348,en
581,1575208136570306560,RT @Atpeterex: As long as you went through high school you were bullied at some point if not by seniors by teachers let's hear your story 📍,Nigeria,"Marketer🍀 at Nextpayday 
A team lead💪A business freak🤞 strategist, Music lover 📀 Straight talker😉❤️",0,348,en
582,1575208135203004419,RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…,"Cape Town, South Africa/ pta",🏳️‍🌈| a pansexual mythical creature. She/her. inst: @mist_princess,0,424,en
583,1575208127506526209,RT @WonderMahlobo: Andile Mpisane is being cyber bullied because his mother is doing what we all wish to do for our children. Its envy,Bloemfontein ,"God ❤️

The views expressed here are all for laughs.",0,14,en
584,1575208085282762752,got bullied into posting the old version &gt;:( https://t.co/VZqV67EwqE,,17 || art acc || new to posting ig idfk how this shit works on twitter man,1,0,en
585,1575208052105498624,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",Monaco! Europe-EurUSA 🇲🇨🇬🇧,Ex English Ballerina. A Fine Art & Hotel investor. Levity & satire from a French/English Writer. Monaco my Home. A single bimbo & Race Horse Owner/Breeder🐎,0,817,en
586,1575208036989571072,Y’all bullied this woman for no reason. https://t.co/6b5o825zkJ,Philly,,1,1,en
587,1575208000780128256,RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…,,,0,76,en
588,1575207997906636801,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…",,"it’s been ages different stages, come so far from princess park ✨ 06/04/2022💚 no stunt larrie || she/they",0,499,en
589,1575207993339445248,I hate to break it to you … you may deserve to be bullied. I say that with as much respect as possible though. https://t.co/pSpjNmGw4u,"PENNED BY BIRDIE , 18+ ",i⠀⠀didn’t ⠀⠀ get ⠀⠀into ⠀⠀karate ⠀ to hurt⠀⠀people ⠀⠀ . ⠀⠀,0,0,en
590,1575207985936502784,"Self esteem and confidence to make me feel like i wasn’t better off force feeding myself fucking buck shot in high school! 

I have been bullied and shat on by people my whole fucking life. Including people I thought were my friends. 

“Why don’t you do something to make…",,"I am a hyena boy in #secondlife looking to connect and have a good time. 
Bisexual/ Switch / 18+ content / Single (But not looking)",0,0,en
591,1575207981943508993,RT @RashmiDVS: A Sikh girl is being bullied and threatened with physical violence for showing solidarity with Hindus in the recent attacks…,India,"Life isn't about finding yourself But, Life is about creating yourself. Follows WAY OF LIFE.  Supporter of #BJP yes i am #NaMo Bhakt.
 Plant more 🌲🌳🌴🇮🇳 🙏",0,993,en
592,1575207979573399552,RT @SGomezNewsCOMs: Being a good person blows up in Selena’s face again. Imagine getting on a podcast lying that Selena watched you get hat…,,,0,68,en
593,1575207955405762560,"RT @ZoomTV: These adorable lovebirds have our hearts!! 😍 #KaranKundrra #TejasswPrakash

https://t.co/igPAVl9TNT",,"I am  karan kudrra fan,tejaswi prakash fan,tejran fan and priyankit fan 
I am my self fan 🤣🤣🤣🤣",0,478,en
594,1575207936007503872,RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…,,#SDL REI. Giants - Nets - Yankees - Mercedes | These is just tweets my boy.,0,424,en
595,1575207935537709057,"RT @That1Dude054: #Ninjala OC Facts No. 23. 5:
Those girls that bullied Marin all those years ago would never have realize that, Marin woul…","Orlando, FL (but in a private ","Self-inspired artist🎨 Illustrator and 🎮gamer. Draw what I feel or at random.
💕29-years-old 💕
banner made by @Vinny83575390 

👉no reposting my artwork!!👈",0,1,en
596,1575207930848165888,"A this bullied in school culture or a hell, as
An empire there isn't ے⁦نون⁩- . The only loss    ك̷و̷د̶⁩ ⁦̸خ̷ص̸م̴⁩  .   is the best part https://t.co/PMmBwqiBFT",lagos,"bio..wat d hell do they min....a bio,wen i cant even remember wat i ate lastnyt....xo funny,a bio",0,0,en
597,1575207838229884929,RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…,Black Lives Matter,"Actress, future Oscar winner. Author of The Burned City, comic book nerd, and Kpop fan. Marvel finna cast me, they just don’t know it yet She/her",0,424,en
598,1575207818231435266,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",The Home Counties (sadly),"""We are all visitors to this time, this place. We are just passing through........""",0,817,en
599,1575207805677551617,@addictionhes i should’ve bullied everyone in my family to get a blogging camera,"Los Angeles, CA","this user claims ‘daylight’ || 22, she/her",0,0,en
600,1575207789248811008,"#Ninjala OC Facts No. 23. 5:
Those girls that bullied Marin all those years ago would never have realize that, Marin would become famous, until now. With Vivi &amp; Setsukari's help, Marin would go on to create Setsukari's outfits, and even outfits for issues of magazines. https://t.co/j7BMmPHID6",,"Ninjala, Splatoon 3 & Storyteller
Fav Anime: Love Live!
Pfp made by @lkgaming_yt
Banner made by: @_Cnnamoroll_
Creator of Vivid ReMix: 💜Setsukari & MP3🎧",4,1,en
601,1575207787247783936,@ESPNcricinfo He's such a great guy. Y'all bullied him after the pak vs ind match for nthn.,,The Real Count Olaf,1,0,en
602,1575207782433062912,RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…,,happily engaged to the love of my life.,0,76,en
603,1575207776950706177,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…",Maryland,,0,131,en
604,1575207765286744064,@Sheenster_13 @Bradley0316 @ManLikeRahul @Covenbella I think Rahul gets bullied because he’s an easy target🤣,"The Suburbs, Johannesburg",I drink and I know things🍾 IG: champagnedeshy,3,0,en
605,1575207755295911937,RT @Ricardo_Gozinya: @RealDeanCain You should do a buddy cop movie with Kevin Sorbo. It could be about a pair of washed up actors going to…,"Washington, USA","Seahawks fan.
#Democrat #BlueWave
#ONEV1  Z25",0,1,en
606,1575207738556092418,One thing that's awesome about the Yellowjackets fandom? All those horrible trolls who bullied Melissa McBride and many of her fans off of Twitter because they despise any woman who shows signs of aging?  Yellowjackets definitely is NOT their kinda show! I won't miss em.,Natalie's motel room,"✌Obsessed with #Yellowjackets and Melissa McBride.
#disabled #progressive free-thinker  

🐝🎙Co-host of @TheAntlerQueens

👐Disabled / ADHD / She-her /#INFP-T",1,1,en
607,1575207737214267393,"RT @chrisgreybrexit: It shows all the Brexiter pathologies (e.g. expert consensus = plot, scrutiny = sabotage, criticism = treachery) &amp; mos…",,"Online Privacy, Digital Civil Rights, Bits of Freedom, Newsjunkie, Knows where his towel is",0,51,en
608,1575207732957028352,@CurtisHouck Remember when they bullied Trump into taking a cognitive test?  Where is the media now?,,Father of three awesome young adults,13,0,en
609,1575207725532954649,"LGBTQ+ youth are at an increased risk of being bullied.

As we prepare to observe Bullying Prevention Month in October, read up on how you can be an ally to transgender and nonbinary youth. 

Find this material and others in the NPIN database: https://t.co/jpqdUDWLaA https://t.co/zlYAV8uX3O","Atlanta, GA","Connecting HIV/AIDS, Hepatitis, STD, and TB Prevention Partners (Note: following/being followed neither implies nor equals endorsement.)",0,2,en
610,1575207710492360704,"Young girl tired of ‘being picked on’ takes loaded gun on school bus, Ohio cops say https://t.co/JYbzcOpEsa                    Hold parents accountable for the gun,, also school should do more for kids being bullied harassed and picked on","Atl , Ga","out doors guy , loves fishing , hiking and biking.",0,0,en
611,1575207700153004032,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…","Warwickshire, United Kingdom",Coach * Connector * Educator * Futurist * Influencer * Strategist * Trainer - Here to help you to understand Generation Alpha & Social Business,0,817,en
612,1575207696231731201,RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…,"Ohio, USA via NYC","From NYC. Pro Ukraine Pro Choice Pro Democracy
Garland critics berners & magats BLOCKED!!
NO DMs.
I FOLLOW BACK TRUE RESISTORS!!
INVENIAM VIAM AUT FACIAM!!!",0,76,en
613,1575207686815502336,"like how do u just Retcon that she was being bullied so bad bc of her Size, that seems xtremely relevant ??? they just refused to have a fat lead actress in any of the screen adaptarions, so they discarded a ton of necessary canon… very gross",Prayer Bunky,30・they/he・PNW・crazy & disabled・dykefag (bigender)・ancom・🐱・18+ please 🔞,3,0,en
614,1575207652199919616,"RT @anarasumanarraa: doyoung wasn't laughing when ten bullied him for years. if ten can't take a role play , then he doesn't deserve to get…",Thailand,Only for TEN 💜 Always TEN 李永钦🐱 💕10vely 🐱Louis🐱Leon #FREETEN 🌹,0,17,en
615,1575207620679725056,"I need to readjust some things in photoshop before I can comfortably work again AND IM GETTING FUCKING BULLIED BY MY FRIEND FOR NOT UNDERSTANDING THEIR ALBERT FUCKING EINSTEIN ASS TIPS, AGH I FUCKING HATE COMPUTERS https://t.co/X4tm02mSvD",In-between Junko's fat tits,"Koikatsu hentai creator/ Big tits, fat asses and thick thighs are my specialty/ Obsessed with Mukuro, Takumi & Leona/ Banner by @Juno_in_June",3,0,en
616,1575207592821141504,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…",Cheeseland,100% Beef! 🐮🏳️‍⚧️they/them🏳️‍🌈 🔞NSFWish ❤️ @vivithecanine 💉T 6/10/22 🎨 banner @starsleeps 🎨 icon @crys_the_hybrid,0,131,en
617,1575207577998487554,"RT @Suitandtie9999: Just two ago, Willie Jackson told Mike McRoberts..”It’s something I really rally against actually, people being told th…",,,0,14,en
618,1575207522151153673,"RT @6rTerrence: louis really showed up late (maybe high), said whatever the fuck he wanted, bullied zach into giving liam apology shoes, an…",in louis' arms,"||my yellow person~l♡uis||  (she/her)                                   

   {fetus & 2015 larry}
   ¿ mare fuori & un professore ? eddie munson ♡",0,499,en
619,1575207494040793089,"@Hockeygirl3784 You realize he bullied a teammate that had been sexually assaulted by a team employee and the team covered it up and the logo is racist, yes?","Chicago, IL",,0,0,en
620,1575207477502967809,"RT @hourlytacha: 3 years ago we were mocked, laughed at, bullied and spat on.

3 years later we are celebrating TACHA as the most talked ab…",,"fun to vibe with
Tacha,Davido,crayon,fireboy and Justine bieber lover",0,77,en
621,1575207450659401728,"RT @1Schoolhouse: Homeschooling is so wild because it could be because you’re disabled
or got bullied a lot
or training for the Olympics
or…",,"Meme curator, ticket concierge, overthinker extraordinaire. These are my opinions and do not reflect the opinions of my employer. RTs are not endorsements.",0,131,en
622,1575207392488218624,@JustinTrudeau Bodily autonomy?  You bullied us into having injections we didn’t want. Hypocrisy at its finest,,,0,0,en
623,1575207357474537472,I really hope yall learned an important lesson to mind your business more. Yall bullied tf outta that woman &amp; were deadass wrong https://t.co/t3kTPwEX9N,,howard alumna ‘22. tweets are my own. for motivational purposes only ♓︎,3,0,en
624,1575207343309979648,"me to me: “We can do hard things.”

The thing: Taking myself to get my car inspected and oil changed while not getting bullied into spending more money than is normal because I know absolutely nothing about cars.","Boston, MA","I make things for the internet; #brandstrategist , #contentcreator🤳🏼 . 🧘🏻‍♀️, #MeghanMarkle👑 stan. Fmr: @edmarkey, @ewarren, #mapoli staffer.",1,0,en
625,1575207319549329410,"@Canellelabelle Stop spreading lies, yes LIES. I am sure that Catherine has NEVER been bullied for marrying Prince William, for 20 years!
In what way did you see Meghan bullying Charlotte and apparently the son. 
It is a way of demonising someone else by spreading misinformation. 
We are wise !",,,1,0,en
626,1575207302814060545,"The plot of ""I Won't Get Bullied By Girls"" is like a roller coaster of emotion. It's riveting and full of surprises!
 
#vhs #commisionart #manwha

https://t.co/opx8naxSuc https://t.co/fX7C9OPSmM",,,0,0,en
627,1575207287806783488,RT @jaesukbiased: @exo_ninigommie this has been a constant thing in this fandom for a long time. everytime there's a content creator or jus…,,South African EXO-L 🇿🇦,0,1,en
628,1575207267762216960,RT @_isssamo: yall bullied that girl on social media and then mad it attracted enough attention for someone to do a story on it? bffr. its…,,impulsively tweeting my thoughts,0,1,en
629,1575207256240824321,"RT @MercyMuroki: I was bullied in school by other brown kids for 'not acting black'.

Why? Because I liked books, was studious, eloquent, a…",Scotland,Christian Scotsman with healthy justified disdain for an SNP government and a rogue Tory admin under Boris wtf #Trump2024 can’t come too soon. gettr same,0,817,en
630,1575207249177255937,@kri_tweets @givethisaspin It’s the fact that everytime I say this I get bullied by everybody on here 💀,Somewhere Over The Rainbow,"Singer/Writer/producer/engineer Simp for anything music related 💅🏽 I’m rooting for everybody Black, RENAISSANCE the greatest ALBUM of All Time",1,0,en
631,1575207236548571136,RT @FlLMDORK: Them people really hated and bullied Taylor into massive success that’s crazy😭😭,he/him•they/them,based on a true story,0,54,en
632,1575207226561933313,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…",,'If liberty  means anything at all it means the right to tell people what they do not want to hear' G. Orwell.,0,1520,en
633,1575207220094312448,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…","Ohio, USA",#EndWars #ClimateChangeIsReal #FreeAssange #CommonSenseGunSafety #UBI #StandWithTulsi,0,1520,en
634,1575207175017807872,RT @JuiceFreely: @GooseGoosingto1 @againstgrmrs There's this assumption that people being bullied for their orientation or skin color is SO…,Paedo Island 🇬🇧,https://t.co/7dBrEyB2dd,0,1,en
635,1575207168453681152,RT @Mac2Morgan: This is Clara Loughran. tabloids claimed H&amp;M fired her when they left. This is a lie. Clara was with the Sussexes 2 weeks a…,,,0,577,en
636,1575207166302392320,RT @Noorthevirgo: Im sorry I bullied you I was trying to flirt,# 🌟 bangtan ,— 𝗠𝗢𝗩𝗜𝗘𝗦 / 𝗡𝗔𝗠𝗝𝗢𝗢𝗡 𝗕𝗘𝗦𝗧 𝗕♡𝗬 ★ 🫧,0,19620,en
637,1575207160761700352,"RT @jonquin81721408: @loanchargeAPPG @Jesse_Norman @EstherMcVey1 

Bullied by HMRC - My story https://t.co/PkP2RkK7ap",,,0,270,en
638,1575207146676813824,"@13Dsriddle @Sabriners_ @LearnedMama Youre completely right, it was just that. My daughter wanted to be a dancer, but the other girls and teacher bullied her bc of her shape.
I've short cut hair and share clothes with my husband, so it's never been abt superficial things. 

I've muted the sad person being spiteful.",,"Holding the line for Parents with children suffering with gender distress due to dysphoria, ASD and  bullying.",0,0,en
639,1575207090682880000,@things_royal Are they rewriting #PrinceHarry out of the picture? The man that makes the two of you look like boys because he has the woman he loves by his side and meanwhile both of these two allow #Meghan to be bullied,,Shabby chic with an urban edge. Dr of Psychology living a rural life on the edge,0,0,en
640,1575207086920593408,Why does anyone insist on calling people they don't know ugly. im sorry you got bullied in high school but you cant live out your mean girl fantasies online,he him ,Social and cultural anthropologist studying young people in France (no degree/qualifications yet but I'm working on it),1,0,en
641,1575206989743165440,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…",,"Calling it like I see it. I respect positive, good-natured #deeb8. I'll respect your opinion, but mostly if you back it up! Any level.

@vmetu2 on GETTR",0,1520,en
642,1575206982968975362,WE BULLIED STALEY INTO MAKING A DECENT ROSTER DECISION,Bay Area,"LeBron Stan , Chargers, Dodgers, and Michigan stan 〽️⚡️#LakeShow #BoltUp #GoBlue #AlwaysLA",1,0,en
643,1575206952590016512,RT @homunculusdick: My cousin in Trinidad won’t eat oxtail because his friend ate it &amp; became impotent. His testicles became swollen. His f…,,,0,424,en
644,1575206926928908288,"@adamfare1996 My problem is, I'm the only one (now anyways) that shames myself for needing medication, even my inhaler. Guess being bullied long enough causes internalized medication shame.",,"Autistic, bit of a loner. Love Silent Witness, books, medical dramas and sketching. not much to say, really.",1,0,en
645,1575206919828287488,RT @emperortxj: ranwan secret dating where one day they overslept so they rush to their office putting on the first things they catch in th…,20+ | she/her,"♡ cql, mdzs, 2ha, yuwu, animes",0,89,en
646,1575206877163819008,luke hemmings getting bullied by michael clifford part 827237218 https://t.co/jDXUKTp1aC,she/her || 20,"best friends, bleach + bad omens enthusiast 🫡",6,0,en
647,1575206868145750016,RT @Penumbral__: The Vtuber thigh tier list - I swear chat bullied me into putting Numi first this was not my idea https://t.co/Agp4qwTasl,,"Amateur Poet who's trying his best

Threateningly Asian
(26 and hating it)",0,264,en
648,1575206859635826688,@Los1Kat @feebux This is asking to be bullied for having daddy issues,Fucking Alpha Centauri,hey,0,0,en
649,1575206839264116736,"@wegetitchris @Spoilergirl1 Unfortunately there are people harassing them, acting like Barbz, when Taylor isn't even thinking about those two, she's too busy being happy. Also, after getting bullied I don't think she'd stand for that kind of behavior.","Fort Lee, VA",Army vet and army wife enjoying life.,1,0,en
650,1575206827272249344,@ConnorEatsPants Question is would I get mentally tortured and bullied for wearing this,He/Him,Mr worldwide |Rock \ Metal Drummer| Lover of Music | liked tweets mean nothing | Comedy Genius|GAMER|17 y/o #HIVEMINDSWEEP 's Garchomp,0,0,en
651,1575206810000072705,@nctzenxGOs ahh i'm glad they arrived safely! thanks for trusting me and being patient while i bullied them to send!,🦊 • she/her • est,usa gom for nct dream • please check ml or update tag before dming • @yeIlowjun 💛,1,0,en
652,1575206794334699520,"@Texas_Made956 my kids got bullied cause we were new to town..... put them in wrestling, all changed! went to states while putting some bullies in their place, problem solved!",,,0,0,en
653,1575206772264308737,"RT @hourlytacha: 3 years ago we were mocked, laughed at, bullied and spat on.

3 years later we are celebrating TACHA as the most talked ab…",Somewhere on planet ,Lover of music,0,77,en
654,1575206756703121408,"I'm still in awe of how breathtakingly beautiful Chu Wanning looks when he's being bullied! 
No one can blame Mo Ran, truly. https://t.co/F3SPMSJCJG",,"She/her||
✨Current obsessions✨: Tgcf, mdzs, 2ha and npab ||
DMs are always open for those who wanna scream about anything Danmei and YA/Adult fantasy🦋",2,0,en
655,1575206732619341826,"RT @lizzbag: I now work with a very large number of young men.  They keep letting themselves into the women's toilets, where I am vastly ou…",London N8,Eco-Socialist Feminist🌹 #ExtinctionCrisis 🐛  #BunnyHugger 🐰  #SexNotGender ♀️ https://t.co/5P4XTlOyra 💚  #ElectoralReform  #BLM  🇺🇦,0,119,en
656,1575206732581609472,RT @archbalt: #TW We are providing free training in #MentalHealthFirstAid to all our affiliated institutions which covers #MentalIllness #S…,"Olive Branch, MS",Self-Published Author & Hollywood Movie Producer,0,3,en
657,1575206729905627136,RT @friendrryy: Alyssa acting like she’s the one who got bullied lmao #bb24 https://t.co/qglZ6RK1Dd,,,0,27,en
658,1575206697781673994,RT @SamCaoOhio: Ohio's GOP-led government gaslighted and bullied a rape victim-a TEN-YEAR-OLD who had to travel to Indiana for an abortion.…,Japan,Order in Chaos,0,76,en
659,1575206689745223680,sorry gamers i'll no longer be taking hiatus i'll be graduating bc of being bullied 😔😔😔 https://t.co/tEn7cD9iNT,Internet,#ENVtuber | Temporary design | 18+ | Lets be friends! | Twitch Affiliate | pfp @constellatia16 | Logo @voidopaline |https://t.co/kgPrC1Jj5N | #vTuber,3,0,en
660,1575206652113846273,"RT @_whitneywebb: I was pregnant and gave birth while the vaccine rollout was happening and at every stage, including when my son was 2 mon…",,"Western Canadian 🇨🇦🇺🇸; a different breed. Not looking for a woman or investment advice. globalists, we are coming for you 🎯",0,1520,en
661,1575206627774722048,"RT @vicky_moriarty: @MercyMuroki I'm sorry that you went through being bullied. You prevailed, look at what you are doing now. Where are yo…",,,0,1,en
